user_id,transaction_amount,merchant_category,payment_method,hour_of_day,day_of_week,is_weekend,device_type,balance_before,balance_after,transaction_gap_minutes,is_recurring,upi_app,merchant_popularity,network_latency,failed_transaction_attempts
U118,982.42,travel,wallet,20,6,1,ios,19368.6583966615,18386.2383966615,20.188149445233524,0,PhonePe,0.8685991281894603,415.62946521960595,0
U098,990.86,travel,UPI,19,4,0,ios,1595.5692598010007,604.7092598010007,210.1516153727689,0,Paytm,0.04315991195057611,310.44789967783186,9
U076,242.13,recharge,UPI,18,5,1,ios,48495.82424533585,48253.69424533585,44.426635990862636,0,Paytm,0.6293986381352625,447.52564595376975,0
U048,181.84,fuel,UPI,7,4,0,,31750.34592411911,31568.50592411911,52.66955170834534,0,PhonePe,0.901158010490989,628.4704399826508,0
U166,62.52,travel,card,15,0,0,ios,23721.221842059127,23658.701842059127,26.157212077004,0,Paytm,0.5836561118508721,178.75525719672729,4
U104,1099.49,recharge,wallet,4,0,0,ios,49324.32647950054,48224.83647950054,71.87183291476737,1,PhonePe,0.5360963663441204,442.5635757279075,0
U097,53.24,recharge,card,20,5,1,android,45635.432040198284,45582.192040198286,103.73967068203628,0,PhonePe,0.949799913291924,213.46445165063955,0
U111,285.12,groceries,wallet,20,5,1,android,21493.908778240326,21208.788778240327,161.9411016928271,1,GPay,0.8660638895004084,476.91601810819304,1
U037,270.52,travel,UPI,13,4,0,android,19663.651974920052,19393.131974920052,210.22251326255775,0,GPay,0.8421189231357087,229.6236521842943,1
U059,160.75,shopping,card,8,3,0,android,14396.946524604606,14236.196524604606,3.481617830690173,0,Paytm,0.8647223762550532,300.7865549577275,1
U088,568.43,fuel,card,9,5,1,ios,13120.056985416686,12551.626985416686,35.92960964399187,0,PhonePe,0.12915941515149498,307.0470890647113,1
U091,77.88,food,card,22,2,0,ios,33913.33353588698,33835.45353588698,57.7602260845843,0,Paytm,0.3581627180328405,349.8471017969388,0
U190,443.94,bills,card,9,6,1,ios,26488.011554487675,26044.071554487677,114.70620667850903,0,Paytm,0.5519068387744855,187.72701951651698,0
U035,627.83,food,wallet,20,5,1,,20770.660444407455,20142.830444407453,8.633277323417937,0,PhonePe,0.028782676313338973,396.80639243777216,0
U051,71.84,rent,card,17,2,0,ios,7682.202303751718,7610.362303751718,0.8790885759401269,0,PhonePe,0.350587558806597,505.2947336298523,0
U086,149.39,travel,UPI,14,0,0,ios,22436.271179162723,22286.881179162723,140.7036913788865,0,PhonePe,0.34825546702330035,2626.767789072021,0
U116,291.93,shopping,card,23,5,1,ios,43255.82172859051,42963.89172859051,179.17142492248007,0,GPay,0.14707348092903794,311.1142170629663,1
U143,89.62,groceries,card,19,1,0,ios,23497.652055674804,23408.032055674805,234.8191858548355,0,GPay,0.4926180939928696,468.4016527197032,0
U126,23.67,travel,wallet,7,4,0,ios,7315.106373621812,7291.436373621812,8.221105444020427,0,Paytm,0.15190269351229435,83.82063592560021,0
U039,307.23,recharge,card,20,0,0,ios,9912.124135558097,9604.894135558097,25.448358947688313,0,GPay,0.8967884099060118,608.2638912932209,0
U092,64.07,rent,card,21,2,0,ios,3002.5621970574643,2938.492197057464,11.102840643934853,0,PhonePe,0.2785903390319586,252.09599886995127,0
U163,27.87,entertainment,UPI,0,0,0,android,6911.157683929439,6883.2876839294395,37.057760601922745,0,Paytm,0.2063337184057925,308.62110045364454,0
U059,12.03,health,UPI,4,6,1,ios,40171.10954654309,40159.07954654309,59.315621422037786,0,PhonePe,0.08175903194887191,-42.42037350611969,2
U006,97.25,bills,card,11,6,1,,40503.862709860005,40406.612709860005,82.7614344128585,0,PhonePe,0.18452101935637732,217.90802454937182,0
U121,288.9,health,UPI,11,4,0,ios,19076.76833891885,18787.868338918848,37.25346655325506,1,Paytm,0.7474709381337565,115.79189713145638,0
U007,87.28,fuel,wallet,15,6,1,android,35954.12970834307,35866.84970834307,135.3460052598368,1,GPay,0.5116774421156661,154.15971784138927,0
U032,228.18,rent,card,20,4,0,ios,12881.054678101753,12652.874678101753,18.82047671271263,0,Paytm,0.37728416310462265,311.92236777263076,0
U179,116.62,rent,card,20,5,1,android,11360.952342830687,11244.332342830687,23.80495381391896,0,PhonePe,0.11976213181925122,332.73340987966446,0
U080,467.01,entertainment,UPI,21,2,0,ios,25423.667747523807,24956.65774752381,5.455925671047351,1,GPay,0.5371065418185478,436.5846183556621,0
U033,410.46,rent,wallet,18,4,0,android,22151.31776525429,21740.85776525429,8.189080003758734,0,PhonePe,0.28377590579872447,509.3597903892846,0
U073,132.06,health,,11,0,0,android,49339.247190856004,49207.187190856006,55.84998050803256,0,PhonePe,0.23722679173599448,103.55260649821525,0
U195,49.77,fuel,card,7,6,1,android,13051.9286908409,13002.158690840899,10.509892497257642,0,GPay,0.18656702405130576,175.71243434718969,1
U079,223.02,travel,UPI,11,0,0,ios,21109.444522493413,20886.424522493413,242.31852996095523,0,GPay,0.11203890216805235,218.2246201002234,0
U107,1046.72,shopping,card,5,2,0,ios,43409.849168805034,42363.12916880503,101.91978204217077,1,GPay,0.25790282704493983,375.1375781436571,1
U012,254.32,fuel,wallet,8,3,0,ios,14718.975589353924,14464.655589353924,88.04842550472532,0,PhonePe,0.18704374855752337,153.36671328021734,0
U173,166.24,shopping,UPI,16,5,1,android,25872.908555538295,25706.668555538294,16.65675501417635,1,PhonePe,0.11483682473920354,71.35642002450118,0
U195,50.3,food,wallet,10,0,0,ios,24575.864990886057,24525.564990886058,45.63283488774467,0,Paytm,0.05182353682242691,419.6604471867952,0
U090,43.3,fuel,UPI,23,0,0,ios,4105.373553165619,4062.073553165619,276.07207868371944,0,Paytm,0.32235384497472297,209.7046981655423,0
U074,428.42,travel,card,0,2,0,ios,30186.29828978437,29757.87828978437,38.271398642716306,1,GPay,0.41184091414726853,414.03766419530405,0
U134,795.77,entertainment,UPI,9,5,1,ios,41700.35098159873,40904.58098159873,201.1905833649415,0,Paytm,0.12429722348554473,325.45939265855606,0
U089,20.64,travel,UPI,20,6,1,android,37314.911815212894,37294.271815212895,51.26562865192018,0,Paytm,0.8418287767582721,313.4090878718474,0
U160,475.82,health,wallet,18,6,1,ios,10879.738682339483,10403.918682339483,10.72291193793108,0,GPay,0.16426579793099294,381.52247294456663,0
U070,133.34,groceries,wallet,11,4,0,ios,43982.826499842304,43849.48649984231,29.898764981846696,0,GPay,0.8165994394715771,455.2381390620899,0
U023,141.94,recharge,card,16,3,0,android,23671.309497810715,23529.369497810716,21.518716525838524,0,PhonePe,0.7476093801762511,62.96220948847093,1
U015,235.28,groceries,card,10,5,1,,45417.1334372628,45181.8534372628,58.72795823143984,0,Paytm,0.11689804070836407,302.4080127965896,1
U095,122.35,entertainment,card,12,3,0,android,7824.331560505976,7701.981560505976,94.80008374081602,1,GPay,0.6200727559285135,444.88830119393856,1
U064,112.07,travel,wallet,21,4,0,android,13175.96785090882,13063.897850908821,81.74208371210469,0,Paytm,0.03353243473577938,312.30823067291965,0
U152,431.22,rent,wallet,2,2,0,ios,43961.51620132572,43530.29620132572,25.120475612705565,0,Paytm,0.8212573046720129,259.5187597059943,1
U023,78.12,entertainment,UPI,13,4,0,ios,36390.37585126025,36312.25585126025,76.38577031950167,0,PhonePe,0.6411476328852973,153.1854426326539,0
U039,234.74,rent,card,3,4,0,android,13338.153886440685,13103.413886440685,25.450991627595805,0,Paytm,0.18159771680142567,325.5891305371295,0
U177,185.97,recharge,UPI,5,5,1,ios,47416.88364097895,47230.91364097895,9.98817300771004,0,Paytm,0.5862298320167972,425.33480975248557,0
U114,283.6,recharge,,7,2,0,ios,1887.399007221185,1603.799007221185,123.40161135244179,0,PhonePe,0.9321182824836124,567.3245427804118,1
U107,49.65,health,UPI,6,6,1,ios,29238.129648173846,29188.479648173845,55.9932514220409,0,GPay,0.424130671302386,388.5411928592682,0
U031,817.1,recharge,card,5,2,0,android,46352.857132432044,45535.757132432045,35.96185777821706,0,PhonePe,0.11323804584075525,308.3587368433042,0
U106,152.75,bills,wallet,16,2,0,android,3683.3203022795356,3530.5703022795356,24.49589317804447,0,Paytm,0.8028534485980114,464.1287277706423,0
U035,121.71,travel,card,15,5,1,ios,20510.265985956223,-20388.555985956224,46.25298144743291,1,PhonePe,0.9198556164127605,106.50586503884193,0
U186,180.56,shopping,UPI,13,0,0,ios,12005.636324059116,11825.076324059117,36.136941034569304,0,Paytm,0.14085702037979986,105.73818419045759,0
U127,206.97,rent,card,0,5,1,android,21527.347025722847,21320.377025722846,147.79756411516877,1,PhonePe,0.3623938991166331,577.3434142418018,0
U170,326.78,groceries,card,16,2,0,android,9723.76237661782,9396.98237661782,194.7598963363456,0,PhonePe,0.14866272775311296,468.98475443216364,3
U088,26.76,groceries,card,21,5,1,ios,49846.83834045142,49820.078340451415,41.85281193949356,0,Paytm,0.5953850173200438,302.0893937869419,0
U118,684.99,travel,UPI,15,5,1,android,11051.842383618352,10366.852383618352,12.694225788528952,1,GPay,0.03654966784809488,296.3812369334995,0
U010,249.61,fuel,card,9,4,0,ios,4219.723331989266,3970.1133319892656,89.64015561590233,0,PhonePe,0.4532888347480276,-97.64547125895177,0
U167,246.05,entertainment,wallet,3,6,1,ios,8606.772050604912,8360.722050604913,12.04830517251753,0,GPay,0.8617856210135173,463.72602778836927,1
U132,94.72,fuel,UPI,2,5,1,ios,32555.97761871177,32461.25761871177,31.52937405643478,0,PhonePe,0.02538635566034486,372.79739948406797,0
U075,8.24,fuel,UPI,19,5,1,ios,11876.635934714523,11868.395934714523,15.76569473705586,0,PhonePe,0.6718927435987284,184.09992865897937,0
U163,32.98,fuel,wallet,1,0,0,android,40195.88818328628,40162.90818328628,11.80066256710712,0,PhonePe,0.6527461078518747,247.3977708181819,0
U199,384.33,health,UPI,11,3,0,android,42929.126937208,42544.796937208,106.39505999853387,0,GPay,0.3971835296184548,265.6175922669612,0
U101,68.82,groceries,UPI,8,1,0,android,15364.23878278965,15295.41878278965,135.99591771785427,0,PhonePe,0.013001923510736035,49.53312418973999,1
U054,125.48,recharge,UPI,9,5,1,android,13711.748238133332,13586.268238133332,28.652388486512265,0,Paytm,0.5902949425148077,564.7030401394078,0
U174,293.57,entertainment,card,10,5,1,android,21061.17095737078,20767.60095737078,48.18404199089067,0,GPay,0.4361265291353167,331.65262008039275,1
U163,608.55,bills,UPI,11,4,0,android,24884.128714226168,24275.57871422617,134.9723694173846,0,PhonePe,0.7998552559473152,285.49303321944114,0
U141,6.82,shopping,wallet,2,0,0,ios,14165.190609862359,14158.370609862359,46.80526534078778,0,GPay,0.6334782198261473,206.5718245348075,2
U018,56.51,entertainment,,21,4,0,android,14343.058999449078,14286.548999449078,1.1137132446459603,0,GPay,0.914298806560499,237.27854489860923,0
U077,257.77,bills,wallet,10,5,1,ios,14428.705813673094,14170.935813673093,48.47013092441912,0,Paytm,0.6514203883518642,229.6278419707598,0
U157,44.16,travel,card,16,5,1,android,45100.91345055715,45056.753450557146,124.23608112318735,0,PhonePe,0.5974131021703083,379.0406118947686,0
U007,328.12,health,wallet,20,6,1,android,9593.19265254903,9265.07265254903,147.4925736462781,0,PhonePe,0.4187705248920731,357.5420930725156,0
U164,54.56,fuel,,15,1,0,ios,37163.64720489215,37109.08720489215,5.185696540310616,0,PhonePe,0.6031521094663882,-55.45821142266709,0
U036,147.94,entertainment,wallet,22,2,0,android,15145.993101764294,14998.053101764293,26.37290866337121,0,GPay,0.7190459051842455,386.0950438802513,0
U063,326.9,fuel,card,1,2,0,ios,46904.65722691314,46577.75722691314,79.13431627530257,0,PhonePe,0.21494037859075676,36.963942313696975,0
U048,91.25,recharge,wallet,15,4,0,ios,30158.818604312488,30067.568604312488,3.167716685986481,0,PhonePe,0.49636624720123634,46.5664160882595,1
U090,23.43,health,card,9,3,0,ios,36681.249053976564,-36657.819053976564,41.050213599784115,0,GPay,0.688402396427736,448.06833001930653,0
U195,84.87,food,card,1,3,0,android,41136.013566035785,41051.14356603578,96.3912938376114,0,PhonePe,0.6946964708544268,393.27149433257944,0
U159,28.82,groceries,wallet,3,1,0,ios,45948.365197649895,45919.545197649895,8.827826929171202,0,GPay,0.9502373538208024,64.46629201643154,0
U128,61.42,entertainment,wallet,1,1,0,ios,27553.14642153955,27491.72642153955,123.78850765692351,0,Paytm,0.7322248864095612,383.96856718965597,0
U157,567.53,entertainment,card,9,4,0,ios,13233.732434100111,12666.20243410011,40.33305997027448,0,PhonePe,0.22120944181960223,462.11710883319324,2
U106,366.82,food,card,23,6,1,ios,46337.167553367624,45970.347553367625,11.949169523271001,0,Paytm,0.5679452305526295,137.84151893876066,3
U149,594.24,health,wallet,16,5,1,android,42382.92052821845,41788.68052821845,23.060431291172062,0,Paytm,0.8289154741506773,457.97292799993556,5
U107,272.1,fuel,card,22,1,0,ios,12270.43302709745,11998.33302709745,7.708666048298643,1,GPay,0.07695320162920916,143.6272688659292,0
U169,20.28,travel,wallet,12,2,0,ios,16449.226553699904,16428.946553699905,46.52541086400297,0,Paytm,0.7907231648389635,491.6890243857248,0
U156,294.96,rent,wallet,7,2,0,android,44412.90966357317,44117.94966357317,57.40539054432517,0,Paytm,0.23295947475363377,407.00993853081684,2
U081,437.26,shopping,wallet,17,6,1,android,20694.614766852865,20257.354766852866,39.22123825711148,0,PhonePe,0.6275054632183701,307.05258196856175,2
U037,162.27,groceries,wallet,9,5,1,ios,21646.493111576438,21484.223111576437,80.26906655841994,0,Paytm,0.23877714576830233,254.9459267867057,0
U069,105.42,health,UPI,19,5,1,android,12446.779801445588,12341.359801445587,2.5802868562408396,0,GPay,0.01787393473341381,179.28196250095127,1
U183,145.51,travel,,21,6,1,android,34302.716851960424,34157.20685196042,14.773515356456,0,PhonePe,0.9499611839502253,447.64835977148755,1
U073,285.12,groceries,card,20,0,0,android,9184.663358511687,8899.543358511686,283.76668116556874,0,GPay,0.2316717013834434,267.90167336617367,1
U009,280.75,recharge,UPI,12,6,1,ios,26121.737039808922,-25840.987039808922,15.734101683117759,0,GPay,0.17652803200550826,206.52892103628534,1
U116,17.87,recharge,UPI,17,4,0,ios,48486.028876899756,48468.15887689975,129.13925820156004,0,Paytm,0.927752283195213,216.67843212596182,1
U047,4692.61,bills,UPI,9,4,0,ios,38153.68530950048,33461.07530950048,71.44772414528025,1,Paytm,0.15389590633985506,217.16654335785432,0
U122,230.99,shopping,wallet,7,0,0,android,30054.056807243454,29823.066807243453,52.06235073176804,0,Paytm,0.09148683739775487,394.9397726633266,9
U092,41.61,groceries,wallet,1,5,1,ios,44548.65591357988,44507.04591357988,186.94058116519676,0,Paytm,0.8621276172654506,381.5248654184013,0
U163,27.3,,UPI,9,2,0,android,21014.207440464237,20986.907440464238,27.97872471783697,0,Paytm,0.2597537837603262,462.54144808582066,0
U120,205.48,bills,UPI,21,6,1,android,4971.264579474749,4765.784579474749,14.921775670824987,0,Paytm,0.6832587636595959,-222.12132431401255,0
U129,522.34,travel,wallet,17,1,0,ios,18042.65118720746,17520.31118720746,67.99523387537106,0,GPay,0.5657319639957911,169.46651367847326,0
U014,632.67,recharge,card,16,3,0,android,40073.875058739475,39441.20505873948,64.45599416309257,0,GPay,0.8505817290942419,360.84263897105683,1
U190,341.96,fuel,wallet,2,0,0,android,31311.95753254403,30969.997532544032,83.83322349756385,0,PhonePe,0.1586051052930737,407.2510520701711,2
U196,524.29,fuel,wallet,20,5,1,ios,7314.6235061988145,6790.333506198815,24.488818950558514,0,GPay,0.7435082562916078,355.30099633093516,1
U138,1.92,travel,card,11,0,0,ios,15064.868525570726,15062.948525570726,57.571769661824305,0,GPay,0.9811861780274235,240.9991781508959,0
U118,90.25,rent,wallet,17,3,0,android,32066.279451880957,31976.029451880957,46.58982040666028,0,Paytm,0.7798453951511436,339.98708200424045,0
U169,988.99,bills,UPI,0,1,0,android,17751.73613589562,16762.746135895617,60.08182184070138,0,GPay,0.9320281055100175,239.79303640016605,0
U112,830.48,food,UPI,6,6,1,ios,34706.40039273985,33875.92039273985,4.214859017466498,0,Paytm,0.30096356694681625,245.55640815469388,0
U082,127.34,rent,UPI,4,5,1,ios,31424.860370606377,31297.520370606377,2.8092743566772906,0,Paytm,0.8715368061523763,326.1958904051742,2
U109,41.81,fuel,card,1,2,0,ios,38154.89660052211,38113.08660052211,1.4936533369506788,0,GPay,0.022123551528997254,280.3442389501506,1
U057,177.12,recharge,UPI,22,1,0,ios,14407.706647801628,14230.586647801627,351.09172569941876,0,GPay,0.42618130223597295,-5.286036093825601,0
U020,53.6,,card,11,0,0,android,39945.66788874654,39892.06788874654,70.98793428219443,0,GPay,0.2207696127887604,336.57010706567985,0
U194,95.76,bills,wallet,21,4,0,android,47592.31455027011,47496.554550270106,9.825856991679052,0,GPay,0.4323348010426019,215.38820538949074,1
U189,305.27,health,card,15,1,0,android,20482.12550017692,20176.85550017692,19.230103804012877,0,PhonePe,0.9839776479598282,434.6832808140513,0
U091,71.9,recharge,wallet,11,4,0,android,2525.5700613410568,2453.6700613410567,63.275751532559376,0,PhonePe,0.36852634372376114,269.01492473530067,1
U105,1034.42,travel,UPI,7,5,1,ios,10090.750269452936,9056.330269452936,121.78113028379462,0,PhonePe,0.7765968527917417,385.4650920348306,1
U097,42.21,rent,card,7,3,0,ios,2593.7827950713436,2551.5727950713435,152.18299810885586,0,Paytm,0.616650314520738,367.15628400259726,1
U187,37.43,rent,wallet,5,1,0,android,7134.103817924972,7096.673817924971,69.41872889668268,0,GPay,0.4303058948994627,293.97630740334847,0
